1jqm,0.00,0.00,0.00,0.0
5prn,10.60,10.20,0.40,0.0
2oql,7.80,7.20,0.50,0.0
3tcv,5.30,5.20,0.10,0.0
3upz,4.10,4.10,0.00,0.0
2rok,1.60,1.60,0.00,0.0
1uqc,0.00,0.00,0.00,0.0
3qet,4.80,4.70,0.10,0.1
3nio,2.90,2.90,0.00,0.0
2q1u,5.10,5.10,0.00,0.0
3ifw,9.90,8.20,1.70,0.0
4kfp,6.90,6.20,0.20,0.5
2rcl,10.10,9.70,0.30,0.1
3pgw,1.00,0.00,0.00,1.0
1dz0,20.40,17.30,3.10,0.0
3fun,9.80,9.70,0.00,0.1
3oj8,4.30,4.30,0.00,0.0
1ghg,1.60,1.60,0.00,0.0
3vr4,8.50,8.40,0.10,0.0
3c6y,11.10,10.50,0.20,0.4
1te2,10.80,9.60,1.10,0.1
2nmx,13.30,13.00,0.30,0.0
3k8u,7.50,7.00,0.40,0.0
3i1c,7.40,7.00,0.40,0.0
3a15,7.40,7.20,0.20,0.0
3k6q,11.10,9.50,1.60,0.0
3k7h,10.10,9.40,0.70,0.0
1fri,19.80,19.20,0.60,0.0
2qjv,9.00,8.30,0.80,0.0
3a7y,7.10,6.30,0.80,0.0
3n69,11.70,11.70,0.00,0.0
1lke,13.40,11.40,2.00,0.0
3gpi,9.00,7.90,1.10,0.0
1vly,9.90,8.80,0.90,0.2
3vur,7.20,6.10,1.10,0.0
3pz6,11.40,9.80,1.60,0.0
3q4q,13.20,12.10,1.00,0.0
3nye,10.00,10.00,0.00,0.0
2wta,10.80,8.90,1.30,0.5
1ucg,10.50,9.50,1.00,0.0
3r25,13.90,13.70,0.20,0.0
3dis,6.90,6.70,0.20,0.0
3mo4,11.20,10.90,0.30,0.0
3mhk,11.40,8.70,2.60,0.0
4by9,0.90,0.90,0.00,0.0
4ia6,8.80,8.80,0.00,0.0
4i5l,11.70,11.50,0.20,0.0
3d0e,5.90,5.50,0.40,0.0
1gm0,2.90,2.90,0.00,0.0
3nif,7.30,7.20,0.00,0.0
4bof,7.60,7.20,0.40,0.0
1zt7,14.50,12.90,1.60,0.0
1gsp,3.70,3.10,0.60,0.0
3g2n,5.10,5.10,0.00,0.0
3sxf,5.80,5.00,0.80,0.0
1of8,6.00,5.70,0.20,0.1
4ajt,10.30,8.70,1.60,0.0
2e1z,8.70,7.70,1.00,0.0
3oes,12.20,10.90,1.30,0.0
3hnx,11.70,10.70,1.00,0.0
3c3y,11.70,11.40,0.30,0.0
1kyh,15.70,14.30,1.40,0.0
2oy7,7.20,7.20,0.00,0.0
1ccw,11.20,10.60,0.60,0.0
1vtu,21.80,19.40,2.40,0.0
2ril,8.00,5.70,2.30,0.0
1jqs,0.00,0.00,0.00,0.0
2a13,9.70,8.60,0.40,0.7
4bi3,6.90,6.20,0.70,0.0
3iqt,7.30,5.90,1.40,0.0
1ej0,16.10,14.80,1.30,0.0
3nma,6.40,5.90,0.50,0.0
1o22,14.30,10.10,4.30,0.0
3npx,4.20,4.20,0.00,0.0
2m07,8.20,8.20,0.00,0.0
3snz,8.10,8.10,0.00,0.0
2xn6,7.90,6.00,1.90,0.0
2vbq,9.30,8.70,0.60,0.0
1jqt,0.00,0.00,0.00,0.0
3rjw,4.10,3.70,0.40,0.0
3uze,4.40,4.20,0.20,0.0
4jn4,17.30,16.80,0.50,0.0
4e0j,11.30,11.00,0.30,0.0
4jq6,14.10,14.00,0.00,0.1
2nug,14.30,13.40,0.90,0.0
4b8z,7.00,6.80,0.20,0.0
3ksu,3.80,3.60,0.10,0.0
1xju,10.40,7.80,1.70,0.9
2g5g,12.20,10.70,1.60,0.0
3nh0,15.30,14.90,0.40,0.0
4lak,5.30,5.20,0.10,0.0
1kvp,2.00,0.00,0.00,2.0
1d5l,19.10,18.70,0.30,0.2
2hyk,7.70,7.50,0.30,0.0
4i67,9.00,8.30,0.80,0.0
2ofs,14.50,12.10,2.40,0.0
1vfr,8.40,8.10,0.30,0.0
3k50,7.90,6.80,1.10,0.0
3vrf,22.00,19.80,2.30,0.0
2pij,16.80,12.70,4.10,0.0
2o78,11.10,11.10,0.00,0.0
3dxc,11.40,10.20,1.20,0.0
3qwh,9.90,9.60,0.30,0.0
3txy,16.20,3.30,12.90,0.0
1mi6,0.00,0.00,0.00,0.0
1n8e,2.20,0.00,0.70,1.5
1xc8,9.10,9.00,0.20,0.0
3s3e,12.20,10.80,1.40,0.0
3g2h,7.00,6.70,0.30,0.0
3w9d,11.90,11.60,0.30,0.0
4m0h,8.60,7.00,1.60,0.0
1hd6,7.30,7.30,0.00,0.0
4ge8,8.20,7.60,0.60,0.0
2qdr,4.60,4.40,0.20,0.0
4l87,5.70,4.80,0.90,0.0
3uv0,8.10,8.10,0.00,0.0
4gum,10.00,9.40,0.60,0.0
